韓国語,品詞,日本語訳,定義,target_codes
하얗다,形容詞,しろい【白い】 | しろい【白い】。あおじろい【青白い】,雪や牛乳のように、明るくて鮮明に白い。 | 寒さや恐怖などにより顔の血の気がひいて白くなる。 | 非常に多い。 | 眠らずに夜を過ごす。,73274
하이킹,名詞,ハイキング,心身を鍛えるために、また、観光のために歩いて旅をすること。,84213
하지만,副詞,しかし。だけれども。だけれど。だけど,相反する内容の二つの文をつなげるときに用いる語。,72412
학교,名詞,がっこう【学校】,一定の目的、教科課程、制度などに従って、児童・生徒・学生を教育する機関。,73276
학교생활,名詞,がっこうせいかつ【学校生活】,児童・生徒・学生が、学校で活動しながら生活すること。,84032
학기,名詞,がっき【学期】,1学年を学業の必要に応じて区分した一定の期間。,72420
학년,名詞,がくねん【学年】 | がくねん【学年】,学校で定めた1年間の学習課程の単位。 | 学生・生徒・児童の学習水準によって1年単位で区別した学校教育の段階。,31671
학생,名詞,じどう【児童】。せいと【生徒】。がくせい【学生】,学校に通って勉強する人。,31670
학생증,名詞,がくせいしょう【学生証】,在学を証明する文書。,83726
학원,名詞,がくいん【学院】。がくえん【学園】。がっこう【学校】 | じゅく【塾】,一定の目的、教科課程、制度などに従って、児童・生徒・学生を教育する機関。 | 児童・生徒を募集して、知識・技術・芸術・体育などを教える私設教育機関。,72425
한,冠形詞,いち【一】 | ある【或る】 | いち【一】 | およそ【凡そ】。やく【約】。だいたい【大体】,1の。 | 多くの中で一つ。 | 同じ。 | 大まかに推し量るさま。,73278
한가하다,形容詞,ひまだ【暇だ】,忙しくなく、ゆったりしている。,84082
한글,名詞,ハングル,韓国固有の文字。,91525
한글 학교,名詞（句）,ハングルがっこう【ハングル学校】 | ハングルがっこう【ハングル学校】,光復の日以降、文字の読み書きができない人にハングルを教えていた教育機関。 | 外国人またはハングルの読み書きができない韓国人にハングルを教える機関。,84105
한두,冠形詞,いちに【一二】。ひとつふたつ【一つ二つ】,一つか二つの。,72433
한둘,数詞,いちに【一二】。ひとつふたつ【一つ二つ】,一つか二つほどの数量。,72435
한번,副詞,いちど【一度】 | いちど【一度】,ある行動や状態などの強調の意を表わす語。 | ある事を試しにやってみることを表す語。 | 機会のある一時。,57336
한복,名詞,ハンボク【韓服】,韓国の伝統衣装。,48061
한식,名詞,かんこくりょうり【韓国料理】,韓国固有の料理。,85571
한식당,名詞,かんこくりょうりてん【韓国料理店】,韓国料理を売る飲食店。,85572
한식집,名詞,かんこくりょうりてん【韓国料理店】,韓国料理を売る食堂。,85573
한옥,名詞,ハノク【韓屋】,韓国固有の様式で建てた家屋。,85586
한잔,名詞,いっぱい【一杯】,気軽に飲む茶や酒。,72462
한잔하다,動詞,いっぱいする【一杯する】,茶や酒をちょっと飲む。,62372
한턱,名詞,おごり【奢り】。ごちそう【御馳走】,食事や酒などを出して相手をもてなすこと。,84034
한턱내다,動詞,おごる【奢る】。ごちそうする【御馳走する】,食事や酒などを出して相手をもてなす。,84036
할머니,名詞,おばあさん【御祖母さん】。そぼ・ばば【祖母】 | おばあさん【御婆さん】。ばあさん【婆さん】。ばば【婆】,父または母の母親を指したり呼ぶ語。 | 年老いた女性を親しんでいう語。,27375
할아버지,名詞,おじいさん【御祖父さん】。そふ・じじ・じい【祖父】 | おじいさん【御祖父さん】 | おじいさん【御爺さん】。じいさん【爺さん】。じじ【爺】,父または母の父親を指したり呼ぶ語。 | 父または母の父親の兄弟または傍系の兄弟を指したり呼ぶ語。 | 年老いた男性を親しんでいう語。,74121
할인,名詞,わりびき【割引】。ディスカウント,一定の価格から、ある割合の金額を引くこと。,72464
할인되다,動詞,わりびきされる【割引される】。わりびかれる【割り引かれる】。ディスカウントされる,一定の価格から、ある割合の金額が引かれる。,84574
할인하다,動詞,わりびきする【割引する】。わりびく【割り引く】。ディスカウントする,一定の価格から、ある割合の金額を引く。,84248
함께,副詞,いっしょに【一緒に】。ともに【共に】 | いっしょに【一緒に】。ともに【共に】,複数の人がともに。 | ある事と同時に。,72465
항공,名詞,こうくう【航空】,航空機などに乗って空中を飛行すること。,84806
항공권,名詞,こうくうけん【航空券】,飛行機に乗るためのチケット。,84807
항상,副詞,いつも。つねに【常に】,いつでも変わることなく。,83162
해,名詞,ひ【日】。たいよう【太陽】 | とし【年】 | ひ【日】。ひるま【昼間】,太陽系の中心にあって、温度が非常に高くて自ら光を放つ恒星。 | 地球が太陽を一周する間。1年は12か月である。 | 日の出から日没までの間。,72468
해마다,副詞,まいとし・まいねん【毎年】,年ごとに。,72472
해외,名詞,かいがい【海外】。がいこく【外国】,自分の国ではない、よその国。,62481
해외 관광,名詞（句）,かいがいかんこう【海外観光】,外国に行って、その国の風景・風習・文物などを見物すること。,84689
해외여행,名詞,かいがいりょこう【海外旅行】,外国へ旅行すること。また、その旅行。,72474
핸드폰,名詞,けいたいでんわ【携帯電話】。けいたい【携帯】。ケータイ,持ち歩きながら使用できる小型の無線電話機。,58170
햄,名詞,ハム,豚肉を塩漬けしてから燻製・乾燥してつくった加工食品。,84954
햇빛,名詞,ひざし【日差し】。にっこう【日光】 | ひのめ【日の目】。きゃっこう【脚光】,太陽の光。 | (比喩的に)世間に知られるようになって、称えられたり名をはせたりすること。,72476
행동,名詞,こうどう【行動】。ふるまい【振る舞い】。おこない【行い】,体を動かしてある事や動作をすること。,72478
행동하다,動詞,こうどうする【行動する】。ふるまう【振る舞う】,体を動かして、ある事や動作をする。,72479
행복,名詞,こうふく【幸福】。しあわせ【幸せ】。さいわい【幸い】 | こうふく【幸福】。しあわせ【幸せ】,運がよいこと。 | 人生で十分な満足と喜びを感じて嬉しいこと。また、その状態。,72480
행복하다,形容詞,しあわせだ【幸せだ】。こうふくだ【幸福だ】,人生で十分な満足と喜びを感じて嬉しい。,72481
행사,名詞,ぎょうじ【行事】。もよおし【催し】,目的や計画の下で、手続きにそってある事を行うこと。また、その事柄。,72482
허리,名詞,こし【腰】 | こし【腰】,人や動物の身体で肋骨の下から尻骨までの部分。 | 中間部分。,30201
헤어지다,動詞,わかれる【別れる】。はなれる【離れる】 | わかれる【別れる】 | ちりぢりになる【散り散りになる】。ばらばらになる | あれる【荒れる】,一緒にいた人と離れる。 | 親密だった人との関係を絶つ。 | まとまっていたものが離れ離れになる。 | 皮膚に裂け目ができる。,58271
